Virtual Address: 16916; Value: 0
Virtual Address: 23072; Value: 0
Virtual Address: 7814; Value: 7
Virtual Address: 6552; Value: 0
Virtual Address: 43637; Value: 0
Virtual Address: 35113; Value: 0
Virtual Address: 34890; Value: 34
Virtual Address: 61297; Value: 0
Virtual Address: 45633; Value: 0
Virtual Address: 61431; Value: 253
Virtual Address: 46032; Value: 0
Virtual Address: 18774; Value: 18
Virtual Address: 62991; Value: 131
Virtual Address: 28059; Value: 102
Virtual Address: 35229; Value: 0
Virtual Address: 51230; Value: 50
Virtual Address: 14405; Value: 0
Virtual Address: 52242; Value: 51
Virtual Address: 43153; Value: 0
Virtual Address: 2709; Value: 0
Virtual Address: 47963; Value: 214
Virtual Address: 36943; Value: 19
Virtual Address: 54066; Value: 52
Virtual Address: 10054; Value: 9
Virtual Address: 43051; Value: 10
Virtual Address: 11525; Value: 0
Virtual Address: 17684; Value: 0
Virtual Address: 41681; Value: 0
Virtual Address: 27883; Value: 58
Virtual Address: 56909; Value: 0
Virtual Address: 45772; Value: 0
Virtual Address: 27496; Value: 0
Virtual Address: 46842; Value: 45
Virtual Address: 38734; Value: 37
Virtual Address: 28972; Value: 0
Virtual Address: 59684; Value: 0
Virtual Address: 11384; Value: 0
Virtual Address: 21018; Value: 20
Virtual Address: 2192; Value: 0
Virtual Address: 18384; Value: 0
Virtual Address: 13464; Value: 0
Virtual Address: 31018; Value: 30
Virtual Address: 62958; Value: 61
Virtual Address: 30611; Value: 228
Virtual Address: 1913; Value: 0
Virtual Address: 18904; Value: 0
Virtual Address: 26773; Value: 0
Virtual Address: 55491; Value: 48
Virtual Address: 21899; Value: 98
Virtual Address: 64413; Value: 0
Virtual Address: 47134; Value: 46
Virtual Address: 23172; Value: 0
Virtual Address: 7262; Value: 7
Virtual Address: 12705; Value: 0
Virtual Address: 7522; Value: 7
Virtual Address: 58815; Value: 111
Virtual Address: 34916; Value: 0
Virtual Address: 3802; Value: 3
Virtual Address: 58008; Value: 0
Virtual Address: 1239; Value: 53
Virtual Address: 63947; Value: 114
Virtual Address: 381; Value: 0
Virtual Address: 60734; Value: 59
Virtual Address: 48769; Value: 0
Virtual Address: 41938; Value: 40
Virtual Address: 38025; Value: 0
Virtual Address: 55099; Value: 206
Virtual Address: 56691; Value: 92
Virtual Address: 39530; Value: 38
Virtual Address: 59003; Value: 158
Virtual Address: 6029; Value: 0
Virtual Address: 20920; Value: 0
Virtual Address: 8077; Value: 0
Virtual Address: 42633; Value: 0
Virtual Address: 17443; Value: 8
Virtual Address: 53570; Value: 52
Virtual Address: 22833; Value: 0
Virtual Address: 3782; Value: 3
Virtual Address: 47758; Value: 46
Virtual Address: 22136; Value: 0
Virtual Address: 22427; Value: 230
Virtual Address: 23867; Value: 78
Virtual Address: 59968; Value: 0
Virtual Address: 62166; Value: 60
Virtual Address: 6972; Value: 0
Virtual Address: 63684; Value: 0
Virtual Address: 46388; Value: 0
Virtual Address: 41942; Value: 40
Virtual Address: 36524; Value: 0
Virtual Address: 9323; Value: 26
Virtual Address: 31114; Value: 30
Virtual Address: 22345; Value: 0
Virtual Address: 46463; Value: 95
Virtual Address: 54671; Value: 99
Virtual Address: 9214; Value: 8
Virtual Address: 7257; Value: 0
Virtual Address: 33150; Value: 32
Virtual Address: 41565; Value: 0
Virtual Address: 26214; Value: 25
Virtual Address: 3595; Value: 130
Virtual Address: 17932; Value: 0
Virtual Address: 34660; Value: 0
Virtual Address: 51961; Value: 0
Virtual Address: 58634; Value: 57
Virtual Address: 57990; Value: 56
Virtual Address: 28848; Value: 0
Virtual Address: 49920; Value: 0
Virtual Address: 18351; Value: 235
Virtual Address: 53669; Value: 0
Virtual Address: 33996; Value: 0
Virtual Address: 6741; Value: 0
Virtual Address: 64098; Value: 62
Virtual Address: 606; Value: 0
Virtual Address: 27383; Value: 189
Virtual Address: 63140; Value: 0
Virtual Address: 32228; Value: 0
Virtual Address: 63437; Value: 0
Virtual Address: 29085; Value: 0
Virtual Address: 65080; Value: 0
Virtual Address: 38753; Value: 0
Virtual Address: 16041; Value: 0
Virtual Address: 9041; Value: 0
Virtual Address: 42090; Value: 41
Virtual Address: 46388; Value: 0
Virtual Address: 63650; Value: 62
Virtual Address: 36636; Value: 0
Virtual Address: 21947; Value: 110
Virtual Address: 19833; Value: 0
Virtual Address: 36464; Value: 0
Virtual Address: 8541; Value: 0
Virtual Address: 12712; Value: 0
Virtual Address: 48955; Value: 206
Virtual Address: 39206; Value: 38
Virtual Address: 15578; Value: 15
Virtual Address: 49205; Value: 0
Virtual Address: 7731; Value: 140
Virtual Address: 43046; Value: 42
Virtual Address: 60498; Value: 59
Virtual Address: 9237; Value: 0
Virtual Address: 47706; Value: 46
Virtual Address: 43973; Value: 0
Virtual Address: 42008; Value: 0
Virtual Address: 27460; Value: 0
Virtual Address: 24999; Value: 105
Virtual Address: 51933; Value: 0
Virtual Address: 34070; Value: 33
Virtual Address: 65155; Value: 160
Virtual Address: 59955; Value: 140
Virtual Address: 9277; Value: 0
Virtual Address: 20420; Value: 0
Virtual Address: 44860; Value: 0
Virtual Address: 50992; Value: 0
Virtual Address: 10583; Value: 85
Virtual Address: 57751; Value: 101
Virtual Address: 23195; Value: 166
Virtual Address: 27227; Value: 150
Virtual Address: 42816; Value: 0
Virtual Address: 58219; Value: 218
Virtual Address: 37606; Value: 36
Virtual Address: 18426; Value: 17
Virtual Address: 21238; Value: 20
Virtual Address: 11983; Value: 179
Virtual Address: 48394; Value: 47
Virtual Address: 11036; Value: 0
Virtual Address: 30557; Value: 0
Virtual Address: 23453; Value: 0
Virtual Address: 49847; Value: 173
Virtual Address: 30032; Value: 0
Virtual Address: 48065; Value: 0
Virtual Address: 6957; Value: 0
Virtual Address: 2301; Value: 0
Virtual Address: 7736; Value: 0
Virtual Address: 31260; Value: 0
Virtual Address: 17071; Value: 171
Virtual Address: 8940; Value: 0
Virtual Address: 9929; Value: 0
Virtual Address: 45563; Value: 126
Virtual Address: 12107; Value: 210

Page fault rate: 24.400000%
TLB hit rate: 5.500000%
